date,BYR,EUR,KZT,UAH,USD
01/11/2010,0.0102198,42.7256,0.20864999999999997,3.87172,30.7821
01/12/2010,0.010334300000000001,41.0814,0.212229,3.93316,31.3335
01/01/2011,0.010113500000000001,40.4876,0.20582899999999998,3.80929,30.3505
01/02/2011,0.0098944,40.5811,0.20271999999999998,3.75101,29.8018
01/03/2011,0.009561,39.8136,0.197992,3.6412999999999998,28.9028
01/04/2011,0.00936185,40.3875,0.19567199999999998,3.57682,28.5162
01/05/2011,0.00912482,40.8078,0.18886299999999998,3.4528799999999995,27.5022
01/06/2011,0.00562083,40.2444,0.19240500000000002,3.50655,27.9805
01/07/2011,0.005613819999999999,40.4153,0.19110499999999997,3.48909,27.8726
01/08/2011,0.00559071,39.5182,0.18913900000000003,3.4612499999999997,27.6796
01/09/2011,0.00567546,41.7631,0.19733799999999999,3.62005,28.9278
01/10/2011,0.00569326,43.4191,0.216864,4.015610000000001,32.11
01/11/2011,0.0035440600000000004,42.1833,0.20384,3.76321,30.1245
01/12/2011,0.0036511699999999996,41.7559,0.212572,3.91498,31.4001
01/01/2012,0.00385582,41.6714,0.216874,4.00549,32.1961
01/02/2012,0.00362164,39.9678,0.204039,3.7731000000000003,30.3131
01/03/2012,0.00359669,39.1029,0.196475,3.63066,29.0253
01/04/2012,0.00363423,39.1707,0.198371,3.65165,29.3282
01/05/2012,0.00364754,38.9203,0.19871200000000003,3.6547600000000005,29.3627
01/06/2012,0.00394219,40.8076,0.222347,4.07367,32.9173
01/07/2012,0.00393488,41.323,0.21962099999999998,4.062250000000001,32.8169
01/08/2012,0.0039037300000000002,39.5101,0.21467,3.97735,32.2058
01/09/2012,0.0038724,40.7249,0.21762,4.010949999999999,32.5669
01/10/2012,0.00366314,39.9786,0.205982,3.79442,30.9169
01/11/2012,0.00367811,40.6548,0.208052,3.83643,31.3743
01/12/2012,0.00359103,40.0759,0.204697,3.7621200000000004,30.811
01/01/2013,0.0035337600000000004,40.2286,0.20210699999999998,3.7590000000000003,30.3727
01/02/2013,0.0034781100000000004,40.7138,0.19898,3.69429,30.0161
01/03/2013,0.00354178,40.1024,0.202936,3.74477,30.5124
01/04/2013,0.00358104,39.8023,0.20600000000000002,3.8162599999999998,31.0834
01/05/2013,0.0035971400000000004,40.6264,0.20531300000000002,3.82189,31.0433
01/06/2013,0.00365914,41.4486,0.209922,3.9044600000000003,31.7979
01/07/2013,0.00372116,42.718,0.215673,4.010669999999999,32.709
01/08/2013,0.00371366,43.7786,0.21516400000000002,4.0676000000000005,33.033
01/09/2013,0.00368801,44.0129,0.216899,4.093249999999999,33.2474
01/10/2013,0.0035677,43.8143,0.21120899999999998,3.9658,32.4839
01/11/2013,0.0034657800000000003,43.9406,0.208014,3.9176499999999996,32.0758
01/12/2013,0.0035499000000000004,45.187,0.215663,4.0443,33.1916
01/01/2014,0.0034233400000000004,45.0559,0.21175999999999998,3.9634300000000002,32.6587
01/02/2014,0.00364182,47.6408,0.22623100000000002,4.1856,35.18
01/03/2014,0.0036942,49.5839,0.196347,3.3817500000000003,36.1847
01/04/2014,0.00360013,48.968,0.195537,3.16492,35.6053
01/05/2014,0.0035758499999999998,49.3188,0.196219,3.11989,35.7227
01/06/2014,0.0034459499999999997,47.2677,0.189303,2.94366,34.7352
01/07/2014,0.00331798,46.1827,0.184418,2.88029,33.8434
01/08/2014,0.0034344799999999997,47.4699,0.19364,2.89692,35.4438
01/09/2014,0.0035409,48.6315,0.20291,2.73567,36.9316
01/10/2014,0.0037119300000000004,49.9817,0.21647099999999997,3.0412,39.3836
01/11/2014,0.00391078,52.7219,0.232011,3.2272799999999995,41.9627
01/12/2014,0.00453327,61.4108,0.272542,3.2831,49.322
01/01/2015,0.00387846,68.3681,0.308143,3.55525,56.2376
01/02/2015,0.0044100499999999996,78.1105,0.37371099999999996,4.32993,68.9291
01/03/2015,0.00409845,68.6857,0.330663,2.07701,61.2718
01/04/2015,0.00392177,62.0487,0.310447,2.45842,57.65
01/05/2015,0.00358366,57.1578,0.275236,2.40653,51.1388
01/06/2015,0.0035611199999999997,58.0145,0.28485499999999997,2.5105,52.9716
01/07/2015,0.00365813,62.3803,0.299883,2.65911,55.8413
01/08/2015,0.0039649,66.0002,0.321947,2.85323,60.3458
01/09/2015,0.00383862,74.8478,0.27856000000000003,3.06737,66.7152
01/10/2015,0.00371917,73.776,0.242588,3.08549,65.7364
01/11/2015,0.0036901200000000003,70.7537,0.229859,2.7928100000000002,64.3742
01/12/2015,0.0036957,70.6478,0.216996,2.80998,66.737
01/01/2016,0.0039041699999999998,79.6395,0.213821,3.0352,72.9299
01/02/2016,0.00360971,81.9077,0.206961,2.95954,75.1723
01/03/2016,0.00353185,83.1023,0.21701,2.80072,75.8994
01/04/2016,0.00336834,76.9207,0.19741399999999998,2.5849599999999997,67.8552
01/05/2016,0.0033472099999999998,73.3015,0.196618,2.55291,64.3334
01/06/2016,0.00333483,73.4406,0.19654,2.62358,65.9962
01/07/2016,,71.2926,0.189448,2.5846,64.1755
01/08/2016,,74.3799,0.190273,2.70368,67.0512
01/09/2016,,72.6859,0.19169899999999998,2.50013,65.2535
01/10/2016,,70.9338,0.188946,2.44348,63.396
01/11/2016,,69.2863,0.188664,2.47911,63.2174
01/12/2016,,69.3417,0.19091999999999998,2.54837,65.2382
01/01/2017,,63.8111,0.181637,2.23826,60.6569
01/02/2017,,64.285,0.18574300000000002,2.2163399999999998,60.0851
01/03/2017,,61.3883,0.18537700000000001,2.13333,57.9627
01/04/2017,,59.8107,0.178432,2.0707,55.9606
01/05/2017,,62.044,0.181226,2.14669,56.9838
01/06/2017,,63.4107,0.181531,2.1548100000000003,56.6876
01/07/2017,,67.8072,0.183719,2.28058,59.3862
01/08/2017,,70.4603,0.18218399999999998,2.32308,60.0633
01/09/2017,,69.6222,0.173291,2.2767,58.5454
01/10/2017,,68.4483,0.170075,2.1815,58.0169
01/11/2017,,67.6434,0.17363900000000002,2.16373,58.1179
01/12/2017,,69.5185,0.176847,2.1565000000000003,58.5814
01/01/2018,,68.8668,0.173184,2.04955,57.6002
01/02/2018,,69.9322,0.17416,2.0181,56.184
01/03/2018,,68.9062,0.17596299999999998,2.10351,56.3742
01/04/2018,,70.5618,0.17982900000000002,2.1761299999999997,57.2649
01/05/2018,,75.2056,0.189546,2.36369,61.9997
01/06/2018,,72.5806,0.188281,2.37483,62.0188
01/07/2018,,72.9921,0.183843,2.38527,62.7565
01/08/2018,,73.0738,0.17957599999999999,2.3199899999999998,62.3497
01/09/2018,,79.4966,0.187126,2.4086600000000002,68.0447
01/10/2018,,76.2294,0.180626,2.32056,65.5906
01/11/2018,,74.4189,0.17775300000000002,2.3348,65.5962
01/12/2018,,75.7484,0.178169,2.35508,66.5335
01/01/2019,,79.4605,0.18056999999999998,2.50706,69.4706
01/02/2019,,75.2006,0.171867,2.35499,65.3577
01/03/2019,,74.9691,0.17573799999999998,2.45673,65.8895
01/04/2019,,72.723,0.170498,2.38008,64.7347
01/05/2019,,72.3096,0.169558,2.44839,64.6314
01/06/2019,,72.8436,0.170928,2.4333,65.3834
01/07/2019,,71.8179,0.16575900000000002,2.41161,63.0756
01/08/2019,,70.7355,0.164966,2.53276,63.4172
01/09/2019,,73.3847,0.171686,2.6458500000000003,66.4897
01/10/2019,,70.7169,0.166503,2.67497,64.6407
01/11/2019,,71.1918,0.164083,2.56843,63.7748
01/12/2019,,70.5475,0.165875,2.67341,64.0817
01/01/2020,,69.3777,0.161665,2.61205,61.9057
01/02/2020,,69.5976,0.16653700000000002,2.5229600000000003,63.1385
01/03/2020,,73.7235,0.17554099999999997,2.7257000000000002,66.9909
01/04/2020,,85.7389,0.17427800000000002,2.75213,77.7325
01/05/2020,,79.1189,0.171298,2.6979800000000003,72.7263
01/06/2020,,78.5489,0.17164300000000002,2.62872,70.752
01/07/2020,,78.9929,0.174099,2.64194,70.4413
01/08/2020,,87.2889,0.174086,2.65196,73.4261
01/09/2020,,87.8266,0.175623,2.67537,73.8039
01/10/2020,,92.4302,0.18199500000000002,2.78337,78.7847
01/11/2020,,92.6284,0.183154,2.78971,79.3323
01/12/2020,,91.2037,0.179066,2.67321,76.1999
01/01/2021,,90.7932,0.17525200000000002,2.60711,73.8757
01/02/2021,,92.2963,0.179782,2.7094,76.2527
01/03/2021,,90.3743,0.17825500000000002,2.66296,74.4373
01/04/2021,,88.7452,0.17780100000000001,2.71942,75.6373
01/05/2021,,90.585,0.174178,2.69783,74.8451
01/06/2021,,89.3778,0.170912,2.66893,73.2965
01/07/2021,,86.5118,0.16977799999999998,2.67074,72.7234
01/08/2021,,86.9913,0.171891,2.7271799999999997,73.1388
01/09/2021,,86.666,0.17175200000000002,2.72558,73.2781
01/10/2021,,84.305,0.170653,2.7288699999999997,72.6642
01/11/2021,,82.2898,0.16494,2.68152,70.52
01/12/2021,,84.8234,0.170443,2.74319,74.8926
01/01/2022,,84.0695,0.16899999999999998,2.7258400000000003,74.2926
01/02/2022,,86.5032,0.178379,2.71136,77.4702
01/03/2022,,104.4772,0.188393,3.10053,93.5589
01/04/2022,,92.493,0.177349,2.82427,83.4097
01/05/2022,,74.5589,0.158362,2.34698,71.0237
01/06/2022,,62.7397,0.144147,2.0778,61.6069
01/07/2022,,54.6405,0.11291000000000001,1.77865,52.5123
01/08/2022,,62.5695,0.128055,1.6755099999999998,61.3101
01/09/2022,,60.2141,0.128687,1.6319500000000002,60.2386
01/10/2022,,52.7379,0.115957,1.4978,55.2987
01/11/2022,,61.1196,0.131955,1.6684999999999999,61.6229
01/12/2022,,63.0504,0.129967,1.6484400000000001,60.8803
01/01/2023,,75.6553,0.152583,1.91387,70.3375
01/02/2023,,76.3004,0.153325,1.90963,70.5174
01/03/2023,,79.5134,0.166748,2.03132,74.8932
01/04/2023,,84.1116,0.172577,2.09349,77.3233
01/05/2023,,88.3712,0.17647400000000002,2.18067,80.5093
01/06/2023,,86.5009,0.181163,2.19394,80.9942
01/07/2023,,96.0195,0.194624,2.39331,88.3844
01/08/2023,,100.9428,0.20551100000000003,2.48005,91.5923
01/09/2023,,104.9407,0.20876899999999998,2.6130299999999997,96.3344
01/10/2023,,103.1631,0.20398,2.63752,97.4147
01/11/2023,,97.9345,0.195017,2.53715,92.0226
01/12/2023,,96.8827,0.192964,2.43523,88.5819
01/01/2024,,99.1919,0.19770800000000002,2.36131,89.6883
01/02/2024,,97.1149,0.200075,2.36749,89.6678
01/03/2024,,98.5447,0.201286,2.37759,90.8423
01/04/2024,,99.5299,0.20610499999999998,2.35499,92.366
01/05/2024,,98.027,0.207013,2.31355,91.7791
01/06/2024,,97.7908,0.202773,2.22695,90.1915
01/07/2024,,92.4184,0.18419799999999997,2.11528,85.748
01/08/2024,,93.5149,0.181141,2.09873,86.1091
01/09/2024,,100.7622,0.18933,2.2138,91.1868
01/10/2024,,104.1735,0.194525,2.26452,93.2221
01/11/2024,,105.5231,0.19863399999999998,2.35041,97.0226
01/12/2024,,114.3149,0.21002099999999999,2.5902000000000003,107.7409
01/01/2025,,106.1028,0.19486,2.4299299999999997,101.6797
